review,sentiment
"I have just given a 10 for Thieves Highway, I mention this for two reasons one to prove I'm not a git who only gives bad reviews but 2 because the theme of the film has the same thread namely the falling in love with a woman of the night.<br /><br />We all know pretty Woman is a chick flick but you can't avoid them all, they'll eventually get you. Pretty Woman for me does two things, two terrible horrible ghastly things, firstly it portrays prostitution as a career more akin to that of a dancer, you know with absolutely great friends, leg warmers lots of giggling, borrowing each others make up. You see in the reality of Pretty Woman the prostitute and this is a street walker Prostitute we're talking about here, has a great life, she's healthy happy with only the occasional whimper to explain her predicament. My feeling is this 'happy Hooker' type protagonist is a lot more palatable than an even nearly realistic character, which for me begs the question if you make a movie about a type of person but are too chicken scared to adorn that player with the characteristics familiar to that role then why do it? If I make a film about a chef but don't want him to cook or talk about food or wear a white hat then why make a film about a chef in the first place? By bailing out and turning the hooker into a respectable dancer type the story misses the point completely and consequently never indulges in any of the moral or social questions that it could have, what a cop out, really really lame. <br /><br />Secondly, 'Pretty Woman' insults romance itself, Edward Lewis played by Richard Gere has no clue how to seduce or romance this 'lady' that is without his plastic friend, yep don't leave home without it, especially if you are a moron in a suit who has no imagination. 8 out of 10 of his romantic moments involve splashing cash in one way or another, even when he first meets her it's the Lotus Esprit turbo that does all the work, necklaces here diamonds there limos over there, money money money, where's the charm? where's the charisma, don't mention that attempt at the piano please.<br /><br />Girls who like this film will also be girls who like shopping more than most. Guys who like this film will not even have realized that old Eddy has less charm than a calculator, as they probably don't either so it wont have registered. More importantly anyone who likes this film will hate 'Thieves Highway' a wonderful story of which part is based on the same subject.<br /><br />I'll finish on a song:<br /><br />Pretty woman hangin round the street Pretty woman, the kind I like to treat Pretty woman, I don't believe you You're not the truth No one could spend as much as you Mercy<br /><br />Pretty woman, wont you pardon me Pretty woman, I couldn't help but see Pretty woman, and you look lovely as can be do you lack imagination just like me<br /><br />Pretty woman, shop a while Pretty woman, talk a while Pretty woman, sell your smile to me Pretty woman, yeah, yeah, yeah Pretty woman, look my way Pretty woman, say you'll stay with me..and I'll pay you..I'll treat you right",negative
"This movie was terrible. The plot was terrible and unbelievable. I cannot recommend this movie. Where did this movie come from? This movie was not funny and wasted the talent of some great actors and actresses including: Gary Sinise, Kathy Bates, Joey Lauren Adams, and Jennifer Tilly.",negative
"I strongly dislike this show. I mean, like, basically everyone at that school is perfect, and rich, and I doubt a boarding school would look as cool as that. And why do they suddenly allow girls into the school? Isn't that just a little weird? anyways, Jamie Lynn spears CANNOT act. She always has the same facial expression, which really annoys me. She is basically emotionless, and all the guys seem to like her.<br /><br />and shouldn't chase tell her he likes her? its not that hard! really! None of this show is real life, and she isn't ""a girl like me"" because majority of the regular girls do NOT go to boarding school, do not have designer clothes, and do NOT live by the beach.<br /><br />fake fake fake.",negative
"Normally I don't like series at all. They're all to predictable and they tend to become boring and dull very fast.<br /><br />These series however, are well played, the story follows through all episodes and even if you miss one, the story will still be catching your mind.<br /><br />The episodes are all filmed on a hospital and takes you further and further in to the mysteries of dark and old secrets that lies just beneath the surface of the mighty hospital.",positive
"holy Sh*t this was god awful. i sat in the theater for for an hour and ten minutes and i thought i was going to gouge out my eyes much in the manor Oedipus Rex. dear god. this movie deserves no more credit than anything done by a middle school film buff. please save your money, this movie can offer you nothing. unless you enjoy sideshows and sleeping in movie theaters. you know, h3ll, bring your girlfriend and make things interesting. you will be the only ones there anyway. F@ck this slide show. <br /><br />Ye Be Warned.<br /><br />I recommend not watching this.<br /><br />hello.<br /><br />how are you?<br /><br />I'm pretty good.<br /><br />enjoying this day?<br /><br />I am.<br /><br />this comment was one-hundred times more fun than pretending to watch this daym movie. this is sad.",negative
"This movie is without a doubt a perfect 10/10.. for all you people out there who are rating this film low grades because it has no ""good plot"" or anything like that, thats ridiculous, saying that a Jackie Chan movie is bad because of its plot is like saying a porn movie is bad because it has no plot! you watch Jackie Chan FOR THE FIGHT SCENES, for the action its not so much concentrated on a good story or anything like that, if you look at how he makes movies and compare it to other American films from that era and even later you will realize that Jackie Chan's movies had over the top fights scenes and not really good plots while American movies had good plots but shitty action scenes compared to what Jackie Chan was doing at the time. Porn is watched for the porn, Jackie Chan is watched for the ACTION, i think you people are rating it bad because there's no plot because you think thats how a smart movie critic would rate a good movie but the way i see it is a good movie is a movie that can keep me entertained. Sure the middle of the movie was boring, VERY BORING, but put it this way the rest which is all action scenes and stunts very much do pay for all of that. This did change the way how American action movies were created, they have even stollen scenes from this movie. If you want a true man, a true entertainer then watch this movie and many more of Jackie Chan's, hes pure in everyway. He literally makes American movies look like a walk in the park, and even in TODAYS movies. American movies rely so much on special effects and safety wires and stunt doubles and so much more. Police Story and many other Jackie Chan films are pieces of work of a true entertainer who just goes all out and is very talented in what he can do. a masterpiece",positive
"I saw this at the London Film Festival last night, apparently the shorter version. James McNally's summary of the content of the film is very good. Nossiter very deftly blends his investigation of the wine business into wider concerns about globalisation, homogenisation, the effect of the mass media, the power of capital and the need for diversity.<br /><br />The film is shot on hand-held DV which some might find offputting, but which does enable Nossiter to catch people off guard on a number of occasions which probably would not have been possible using more conventional equipment.<br /><br />Despite the sprawling feel of the film, the editing is very sharp, not only giving us a parade of the world's dogs, but also undercutting a number of interviewees' comments with somewhat contradictory visual images, and giving others sufficient rope to hang themselves. To a degree this evoked Michael Moore's recent work (although Nossiter operates in a more subtle way), but probably the roots of the film go back to Marcel Ophuls' ""The Sorrow and the Pity"", both in the way the film is constructed and in the emergence of 'salt of the earth' French peasants as the stars. De Montille pere et fils were present at the LFF screening and answered questions afterwards. We do indeed all need a little disorder - bravo Hubert!<br /><br />Overall an excellent film with implications that go way beyond the world of wine into the way we construct ourselves as people, and organise our world.",positive
"I can't believe this movie managed to get such a relatively high rating of 6! It is barely watchable and unbelievably boring, certainly one of the worst films I have seen in a long, long time.<br /><br />In a no-budget way, it reminded me of Star Wars Episodes I and II for the sheer impression that you are watching a total creative train wreck.<br /><br />This film should be avoided at all costs. It's one of those ""festival films"" that only please the pseudo-intellectuals because they are so badly made those people think it makes it ""different"", therefore good.<br /><br />Bad film-making is not ""different"", it's just bad film-making.",negative
"This movie really woke me up, like it wakes up the main male character of this bravely different movie from his life slumber.<br /><br />This guy John (Ben Chaplin) leads his mediocre safe life of a bank teller in a small provincial English town, until the stunningly gorgeous, wild, girl-to-die-for Nadia (Nicole Kidman), ordered by email from Russia, enters his life to become his beloved wife, by Johns plan. However a glitch turns up - Nadia does not speak a word of Johns language. Although calm and emotionless on the outside, John becomes so interested in beautiful Nadia that instead of using the full refund policy of the matching service, he buys her a dictionary to start the communication process.<br /><br />What happens henceforth in the plot really shakes poor John from his slumber of a decently-paid safe-feeling clerk into a decision-making decently thinking action figure, giving the viewer a subliminal message ""you would have probably acted likewise"".<br /><br />Kidman, Cassel & Kassovitz make a great team acting Russians and they are almost indistinguishable from the real thing, ""almost"" only due to the slight accent present in their Russian dialogues, however slight enough to amaze a native Russian by the hard work done to get the words sound right. Nicole Kidman proves her talent once again by playing a character quite different from the previous roles, at least from the cultural background.<br /><br />The pace of the film is fast and captivating, and you certainly are not ready to quit watching when the end titles appear, you rather feel that you're in the middle of the plot, and are left with a desire to see the sequel as soon as it comes out.<br /><br />My advice is to go out and get this film immediately and watch it and enjoy. To sum it up, it has an unusual plot, great acting, and ideas below the surface. Like the idea of the ""rude awakening"" from the artificial safe routine life of a wheel in a Society's machine, the life which members of the Fight Club were so keen to quit and the machine of which Pink Floyd sings (""Welcome to the machine!""). I bet that in the end, John was rather off with Sophia on their way to the unknown than not having met her at all.<br /><br />Thank you, writers, for the great story, and everyone else for this great movie! Please make a sequel! And you can stage it whereever and name the location whatever, because the authenticity of the place is irrelevant to the 99.9999 percent of the potential viewers, I am sure of it.",positive
"Ed Wood rides again. The fact that this movie was made should give any young<br /><br />aspiring film maker hope. Any screenplay you might have thought of using to<br /><br />line a litterbox or a birdcage should now not seem that bad. Do not watch this movie unless you have a healthy stash of Tylenol or Rolaids. Watching this<br /><br />movie made me realize that Boa vs. Python was not that bad after all. It probably would have been better to do this movie in Claymation as at least that way no actor would have had to take credit for being in this film. It is understandable why this director has so many aliases. There is a bright side to watching this movie in that if you can get someone to bring you a bag of chips, then you can eat your way out of the cocoon of cheese that surrounds you enabling you to<br /><br />make your toward your TV set's cocoon of cheese that surrounds it.",negative
"This sports a nice, deep cast but for a thriller you better deliver more than name actors and talk. The first third of this movie was nothing but talk, and more talk. Most of that was a bunch of women bitching about everything to each other. <br /><br />The first five listed actors in here are women so that verifies that it's really a ""chick flick"" and little else. This probably plays on the Lifetime network.<br /><br />There was a quick murder scene and then more talk. By halfway through, they had lost me. <br /><br />By the way, Sally Field looked about 15 years old in here.",negative
"I think this movie has got it all. It has really cool music that I can never get out of my head. It has cool looking characters. IS REALLY funny(you know, the kind that you'll crack up on the ground and you'll keep saying the funny parts over every day for three weeks).Despite the bad acting, bad cgi, and bad story(about cops going after a robot), its really cool. Its one of those movies you and all of your family can watch, get together, eat pizza, laugh like crazy, and watch it two more times.<br /><br />There are so many funny parts, like when Kurt was trying to get Edison's attention and gave him the finger, and then threw a paint ball gun at him so they could play paint ball. On that part, I kept saying ""Remember, Remember?""to my cousins who saw it and showed them what happened. There was also a really funny part when Edision ran into the room and Kurt was there(just before they fought) and Kurt was talking about his ""Strange dream"" and how he was ""Superman"". I LOVED that part, although it has been a while since I saw it, so I don't remember that part. Everything the actors said were funny, like how Kurt says, ""I worship you, like a GOD!"" to the robot.<br /><br />Although there was some bad things, in all it was a GREAT movie. Man, I can't stop laughing. I wish I had that movie. );",positive
"Howard (Kevin Kline) teaches English at the high school in a small Indiana city. He is finally getting married to Emily (Joan Cusack), much to his parents delight. The town is abuzz, too, because one of its own, Cameron (Matt Dillon) has been nominated for an acting Oscar. Everyone, including Howard and Emily, is watching the Academy Awards on television as Cameron is declared the winner! In his acceptance speech, Cameron announces that he was able to fulfill his role as a gay military man, in part, because of lessons he learned from a gay teacher he had in high school. You guessed it, its Howard! But, Howard has never ""come out""; in fact, he believes he is straight! With the whole town, and members of the media, waiting and observing the happenings, will Howard and Emily go ahead and get married? Or, is Howard truly gay and realize he can not go through with the ceremony? This is a wonderful, funny, and humane film about a gay man and his situation. As the man-who-did-not-realize-he-was-gay, Kline is excellent and touching. The rest of the cast is equally fine, with Cusack a stitch as the mixed-up fiancé and Dillon, Bob Newhart, Debbie Reynolds, Tom Selleck, and others on hand to delight the audience as well. The costumes are very nice and the setting in the lovely Indiana heartland is beautiful. Then, too, the script, the direction, and the production are very, very nice. But, the insightful, humorous, and the thoughtful look at the gay population is the film's best asset, no doubt. For those who would be offended by a gay-themed film, yes, just skip over this one. But, for everyone who wants to laugh heartily, and gain a better understanding of the gay situation at the same time, this is definitely the best film out there.",positive
"When the opening shot is U.S. Marines seriously disrespecting the U.S. flag, a movie has a tough road ahead, but unfortunately it was downhill from there. There is a military adviser credited, who is also apparently a retired U.S. Marine, making it even more baffling that this incredible breach of protocol, and law, went unnoticed. Even more baffling is the way they simply glossed over how a Marine is reported KIA, then buried, in very short order, without the slightest explanation of how they identified the body, or if there even was a body. The U.S. government is still finding the missing from WWII, and it takes months to identify the remains. Military shot down remain MIA for months or years and are only declared KIA when the remains have been positively identified, or after years of red tape. Here we are expected to believe that it happens within a matter of days or weeks. Maybe this happens in Denmark, but not in the U.S. Clearly none of the people involved ever had the slightest involvement with, or respect for, the U.S. military.<br /><br />Beyond that, there are a number of other utterly laughable moments when characters come up with zingers out of nowhere. There must have been some really extended meetings between auteur and actors as they struggled to find their motivation for such hogwash. Having a script that worked might have helped, but this one seems to have been made up on the spot, working from Cliffs Notes. There's no way to know if the script was this awful originally, or if it was the auteur, or the middle-management kids at the studio who bear responsibility. Either way, this is an awful movie that should have never been made.",negative
"We usually think of the British as the experts at rendering great adventure from the Imperial age, with the likes of The Four Feathers (1939) and Zulu, simply because the Imperial age was, for the most part, British. Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.<br /><br />America's projection of power under Teddy Roosevelt is the backdrop for this conventional tale of the kidnapped damsel who, despite her gentility, is smitten by the rough, manly nobility of her captor, who in turn is disarmed by her beauty and scorn. (Politically correct prigs eager to see some slight of ""native"" peoples or cultures can rest assured, that the way Arabs and Muslims are depicted here is far more flattering than the way their modern counterparts depict themselves on the current world stage.) What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.<br /><br />Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"". There is a transcendent scene at the end, when the little boy is symbolically swept away by the dashing Moor on his white steed. This is high adventure at its best.",positive
"I had been looking forward to seeing Dreamgirls for quite a while...what with all it's raving reviews, nominations and media attention. And I must say, the first quarter of the movie was good! It really portrayed the black music scene back then. However, as the movie wore on, me and my whole family were bored out of our wits. The singing just kept coming, one after the other. I mean seriously, just one more music number and it would have broke even with RENT.<br /><br />Furthermore, I noticed hardly any character development in any of the characters; I just didn't care what happened to them! Even when Eddie Murphy's character died of a drug overdose, I knew I should have been sad, but I just couldn't feel any emotion for that character. The characters were given a flimsy background about singing in their childhood and whatnot, but there personalities were not revealed enough to draw me in.<br /><br />Finally, the conflict was simply not significant enough to make the viewer care, which goes along with the lack of character development. This movie reminded me of a copy-cat movie based on Ray, Chicago, and Rent (Ray and Chicago were wonderful movies in my opinion). Overall I think this movie would best suit someone who doesn't really care about an overall story, yet would enjoy two hours of entertaining and fun singing performances.",negative
"One of Starewicz's longest and strangest short films follows a toy dog in search of an orange after becoming animated by the tear of the mother of a girl who longs for an orange. The dog comes upon an orange after falling out of the back of a car on his way to be sold, but at night must protect the orange when he comes enters a devilish nightclub featuring many bizarre and scary characters. With the help of a stuffed cat, the dog gets the orange back to the little girl and she is saved from a terrible scurvy death. The Mascot features new techniques I have not yet seen in Starewicz's films. The addition of sync sound and a mixture of live action with the stop-motion animation makes for a new twist on Starewicz's old style of puppetry. Live scenes of moving cars and people's feet walking by as a puppet sits on the concrete sidewalk is impressive and fresh. The honking of cars and cries of street vendors is noteworthy due to the fact that small studio shifts to sound were costly and Starewicz's utilization of the new technology seems like old hat. New puppet characters in this film are frightening contributions to the devil's club scene. Twigss and newspaper shreds come to life. Skeletons of dead birds lay eggs which hatch skeleton chicks. Characters come flying in from all over on pats and pans and rocking horses. A new editing technique uses quick zooms which are accomplished through editing to speed up the pace of what before might have been a slow scene. Overall, Starewicz is able to update his style of film-making to meet the demands of a new audience making this film one of the best examples of his work.",positive
"Nice character development in a pretty cool milieu. Being a male, I'm probably not qualified to totally understand it, but they do a nice job of establishing the restrictive Victorian environment from the start. It isn't as bleak as it really was and the treatment of women was probably even harsher. What makes this go is a wonderful chemistry among the principal characters. Each has their own ""thing"" that they contend with. Once they come out of the rain and break out of the spider webs, they begin to interact and slowly lose their sense of suspicion. What I enjoyed about this movie is that it didn't go for cheap comedy when it could have. It didn't try to pound a lesson into us. The people who seem utterly without merit are really nicely developed human beings who get to see the light. I did have a little trouble with the Alfred Molina character having such an epiphany so quickly, but, within this world, it needed to happen. Good acting all around with something positive taking place in the lives of some pretty good people.",positive
"Prussic gas, a murderer donning a red clansman suit and hood wielding a white whip, and the murders of college school girls at the hands of paid convicts enlisted by a mysterious mastermind who keeps his face hidden within an office containing aquariums of turtles and fish. The inspectors at Scotland Yard, Higgins(IJoachim Fuchsberger)and his superior Sir John(Siegfried Schürenberg)certainly have their hands full with this case. It all seems to center around student Ann Portland(Uschi Glas), who, when she turns 21, is to inherit a great deal of wealth. The girls who are targeted share a room with Ann, but the reason for their murders remains a mystery SY's finest must figure out. The staff of the girls' dormitory all seem to be hiding something and certain members of the faculty are falling prey to the killer in the red monk robe disguise, talented enough to precisely strangle the necks of those attacked with the whip. Two prisoners are commissioned by a mystery man to use the newly created toxic gas created by a scientist murdered at the beginning of the film during what was supposed to be a monetary exchange for his creation. It's a clever scheme where a driver, Greaves(Günter Meisner)meets the convicts(..who hide in a barrel)who are assisted by a corrupt prison guard. Taken blindfolded to the secret room of the mastermind, he gives them orders on who to kill and how. Uncovering this operation is a top priority for Higgins and Sir John for it will lead them to the truth they seek in regards to the murders and why they are happening. Under suspicion are girls' dormitory headmistress, her author brother, a sweaty, incredibly nervous chemistry teacher, a snooping gardener, and the Bannister. Some are red herrings until they are disposed of, throwing the viewer for a loop each time until the real mastermind is discovered. The ending features multiple twists. <br /><br />Out of the Krimi films I've seen, THE COLLEGE GIRL MURDERS is the closest to a giallo with it's colorful killer, a convoluted plot yielding lots of surprises and potential suspects, & sordid shenanigans between adults and the college girls at the dormitory. I think you can also see the influence of James Bond on this particular Krimi film with the villain mastermind's secret hideout with an alligator pit(..which isn't used), the fake bible/water pistol, when opened, fires the gas into the face of startled victims, the Greaves' Royles Royce which has latches that cause flaps to darken the windows without revealing the passenger in the back seat, and the peep holes used to spy on the girls in their rooms and while swimming. Many might consider Sir John a liability due to his bumbling, buffoonish behavior and how he often undermines Higgins' abilities to get at the truth(..perhaps poking fun at know-it-all British inspectors who harm a case more than solve it)..I felt he was used as comedy relief, particularly with his attempts at psychoanalyzing suspects and potential victims, often misunderstanding what are told to him. Higgins, using the skills adopted over his years as an investigator, instead follows the clues/facts, often avoiding Sir John as much as possible. Capable direction by the reliable Alfred Vohrer who keeps the pace humming at a nice speed, and the screenplay is full of interesting characters and lurid content..the fact that so many of the adults surrounding the dormitory are suspect, any of them might be the one wielding the whip or calling the shots behind those murdered girls' executions. I'd say this may be one of the best(..if not the best)examples of the Krimi genre, for it keeps you guessing, always one more ace up it's sleeve..the revelations unearthed at the very end are quite eye-opening(..and, you even get a literal unmasking of the real mastermind pulling the strings to top it all off).",positive
"I was very lucky to see this film as part of the Melbourne International Film Festival 2005 only a few days ago. I must admit that I am very partial to movies that focus on human relations and especially the ones which concentrate on the tragic side of life. I also love the majority of Scandinavian cinematic offerings, there is often a particular deep quality in the way the story unfolds and the characters are drawn. Character building in this film is extraordinary in its details and its depth. This is despite the fact that we do encounter quite a number of characters all with very particular personal situations and locations within their community. The audience at the end of the screening was very silent and pensive. I am still playing some of those scenes in my mind and I am still amazed at their power and meaningfulness.",positive
This movie is really bad. Most of it looks like it was filmed either in a park or a basement. There's a giant spider but all we see of it is one leg. There are some worms that live in a cave that are just cheap sock puppets with cardboard teeth. And the plot is a bunch of post-apocalyptic mumbo jumbo that makes no sense at all. The whole thing is just laughable.,negative
"I think this is one hell of a movie...........We can see Steven fighting around with his martial art stuff again and like in all Segal movies there's a message in it, without the message it would be one of many action/fighting movies but the message is what makes segal movies great and special.",positive
"I saw this movie in the theater, and was thoroughly impressed by it. Then again, that was when Claire Danes was a good actress, not the foolish, arrogant, Hollywood-ized bitch she is today. Anyway, this film really struck me as one of the more raw, realistic, beautiful friendship films. How far would you really go for your best friend? I was moved to tears at the end, and still tear up when I watch it now (I own it). I remember as soon as I left the theater, I called my best friend and sobbed to her how much I loved her. This is a great film to watch with your best girlfriend. However be prepared for the almost certain conversation afterward where she turns to you and asks if you'd do something like that for her....",positive
"I've seen this film literally over 100 times...it's absolutely jam-packed with entertainment!!! Powers Boothe gives a stellar performance. As a fan of actors such as William Shatner (Impulse, 1974) and Ron Liebmann (Up The Academy, 1981)I never thought an actor could capture the ""intensity"" like Shatner and Liebmann in those roles, until I saw Boothe as Jim Jones! As far as I'm concerned, Powers Boothe IS Jim Jones...this film captures his best performance!!!",positive
"The three main characters are all hopeless, and yet you only feel sorry for one of them: Ernesto, hopelessly devoted to Mercedes. This was part of the frustration: screaming at Mercedes to get a clue and ditch the no-good Harry, to no avail.<br /><br />Then there's the satisfaction: Steve Buscemi has a great part as a transvestite, and Harvey Keitel's moving story of his indignity playing a gorilla for a cheap TV movie is incredible. When you least expect it, Quentin Tarintino is doing half a monologue, and Anthony Quinn turns Ernesto into a wealthy man.<br /><br />Time and again great moments appear in the story, but in the end it's hard to know what to feel about this movie. It doesn't have a happy ending, or even a complete one, but it somehow feels right.<br /><br />This movie is strange, but then so am I; no wonder I liked it.",positive
"Reese Witherspoon first outing on the big screen was a memorable one. She appears like a fresh scrubbed face ""tween"" slight and stringy, but undeniably Reese.<br /><br />I have always liked her as an actor, and had no idea she started this young with her career, go figure. I actually gained some respect for Reese to know who she was so early on. I say that because whenever I have watched her perform, the characters thus far, in each portrayal she also seemed to have her own persona that lived with that character, quite nicely in fact.<br /><br />Anyway, my first film experience with Reese was the Little Red Riding Hood parody Reese did with Kiefer Sutherland, somehow I assumed that was her first time up ""at bat"" Not so, well done Reese",positive
This game ranks above all so far. I had the honor of playing mine on PS2 so the graphics were really good. The voice acting was above standard. The difficulty level is just right. Wesker has to be the best characters in the RE series in my opinion. The story amazed me and took many different twist that I wasn't expecting. The only rating this game deserves is great.,positive
"This movie is not worth anything. I mean, if you want to watch this kind of stuff, flip to Hollywood movies! This totally is a disgrace to the Bollywood name. Neal N Nikki seriously sucked! Never watch this movie. As for the actors, it appears the acting genes skipped a generation. Tanisha couldn't have worn less and Uday Chopra obviously was just picked because he was the director's spoiled son. (All of that Halla Re was amazingly stupid) The songs are eh, and I hope the director did not spend to much money on it...... Bottom line, I hated the movie. Do not let your kids watch it, and if you have it in your house it is a stupid movie so discard it! Buy the CD, if you must. (As I said, the songs are eh.) At least it is better then the movie.",negative
